haralick01,haralick02,haralick03,haralick04,haralick05,haralick06,haralick07,haralick08,haralick09,haralick10,haralick11,haralick12,haralick13,area,perimetro,desvio padrao,mediana,curtose,variância,lacunaridade,dimensao fractal,sucolaridade de cima para baixo,sucolaridade da direita para a esquerda,sucolaridade de baixo para cima,sucolaridade da esquerda para a direita,desvio padrão histograma,mediana histograma,curtose histograma,variancia histograma,classe
0.0005608223520886554,207.3508105788611,0.9489244728005337,2031.8582406647683,0.16366357413309596,297.51845553036026,7920.082152080206,8.251551147749089,11.689438865905451,0.00020608653770916373,4.694810387216082,-0.40229563046676814,0.99854382124775,3969.0,252.0,45.437484709725304,149.0,-0.23272718245657353,0.30429739339815903,0.10742637462630392,1.650655553075133,0.013908568862523228,0.013955090728657287,0.012635828545866028,0.012439457300394852,33.86300525647421,2.0,9.656530183144056,2.116437828529638,Abdullah_Gul
0.0004833579153717567,174.0489575459813,0.9237163574091392,1141.7661775058864,0.14249194424354433,254.2824251228269,4393.015752477562,7.896658093269886,11.482949823376,0.00025939863892284463,4.587310135264884,-0.35070872587247526,0.9960551184162958,3969.0,252.0,34.06047909454981,134.0,0.26066495902101083,0.26890145613087374,0.10311904177896036,1.7070550753241618,0.009483359985465602,0.0,0.00846942815567001,0.006150435554850382,33.178494540892,3.0,9.84403111028756,2.07365590880575,Abdullah_Gul
0.0003543926027063161,199.76521951373135,0.9402064647445176,1671.6534638711523,0.12937538335322113,225.70068617724866,6486.848635970873,8.256561469506185,11.826322489008799,0.000218803079396415,4.720446814831565,-0.38507723499025814,0.9981547340722033,3969.0,252.0,41.028850673388966,118.0,-0.20282998647354322,0.36318054921606646,0.10203644080412842,1.6659257303011559,0.0001674787180826331,0.000476726701910653,0.001429445549950895,0.0028326919437105004,34.75415892378925,2.0,13.588925994290221,2.172134932736828,Abdullah_Gul
0.00033261070633688617,239.5121803350969,0.9217875904613269,1531.2693720526431,0.10913783540019938,278.7705853174603,5885.565307875484,8.152725917777403,11.888793122693365,0.0001818889780381888,4.878939148298377,-0.35279882994016176,0.9968554551591744,3969.0,252.0,39.134985112740225,144.5,-0.2752836742504594,0.28124137928806475,0.09578498338878956,1.6724673717383056,0.013628213406083714,0.012571677340986418,0.012446802858205512,5.6315943214920495e-06,35.36992012996354,3.0,21.876893014690452,2.210620008122721,Abdullah_Gul
0.00034648704452541095,177.04167158761646,0.9477650142934786,1695.9036311300433,0.13573943191442678,261.4847480079995,6606.572852932564,8.216537036098899,11.811017066078835,0.00020182605288906417,4.640252468846857,-0.37632298874293946,0.9977715511876636,3969.0,252.0,41.38290817194951,127.0,-0.20198374520164997,0.31497727738894354,0.09988873533992794,1.6873275878005143,0.009532330370869884,0.010957123734207368,0.009427778598031742,0.008073257737749395,34.61935874622752,2.0,13.966927004604734,2.16370992163922,Abdullah_Gul
0.00035901084603720974,152.31538958175855,0.9537523853335396,1650.1373707860466,0.14418966120547896,269.08665989543965,6448.234093562412,8.242174808787393,11.803730262813781,0.00022967194032808385,4.574842202639445,-0.3821073546104229,0.9979942038798811,3969.0,252.0,40.96820840834035,134.0,-0.820638105493392,0.30442393952469793,0.09967248597104139,1.6723387640431282,0.010231627474442968,0.0,0.01127910401824049,0.008801692220638029,39.78899423835692,2.0,34.856605038451356,2.4868121398973075,Abdullah_Gul
0.0003412752693478247,235.54770073538668,0.9410593016623411,2002.321865385923,0.14674007918852333,287.1768835427689,7773.739760808323,8.324632357737414,11.870649068493492,0.00021018861859972493,4.78271035776095,-0.39334730271610224,0.9984348145429685,3969.0,252.0,45.209661401485,145.0,-0.45765726499947235,0.31571326318276566,0.10127799076937465,1.7094737505048097,0.012597141941396646,0.012207092821651557,0.014102491588724167,0.0,34.288413677217555,2.0,11.145519275006311,2.143025854826097,Abdullah_Gul
0.0005365736517607362,145.21060090702943,0.9239202241120796,955.895950496737,0.1570986117612015,285.8586880353993,3678.3732010798776,7.795471195702422,11.357188795777866,0.0002704626543038819,4.4911448351157,-0.3431987280327323,0.9952465224070075,3969.0,252.0,31.236612564210592,147.0,0.8172206108206259,0.21915361041255635,0.10382433464801889,1.6137931728266448,0.015605882420635504,0.015516266615345687,0.014414922647603459,0.014958738777517973,34.37874979547686,3.0,18.08120334784344,2.1486718622173036,Abdullah_Gul
0.0004482232833933822,188.82067369771977,0.9165766185947704,1132.670731703427,0.14103676158958828,262.502660265495,4341.862253116025,7.948467961522724,11.574787825423527,0.00022770410417806848,4.675368829323887,-0.3491651724342118,0.9961340632338797,3969.0,252.0,33.82279886071112,135.0,0.20949712503601514,0.25828605757813605,0.10652105673021046,1.725074252905065,0.011235520375230677,0.010331527060667698,0.011275186387408142,0.0,32.785405480182796,3.0,12.486222920952708,2.0490878425114247,Abdullah_Gul
0.0004547549737298698,232.3664710097001,0.8845884330869517,1007.3032230497593,0.1254818718294456,258.6923441830436,3796.846421189308,7.824206405105418,11.551361731618638,0.00020453436010744398,4.804958199632498,-0.32660552238134943,0.9943006974940124,3969.0,252.0,31.927137779430037,134.0,0.22753252084896447,0.2474143123396267,0.10044255198536418,1.7705289828107533,0.012790085259889495,0.0,0.010341810841602597,0.010812171393410688,32.46500519790502,3.0,16.302672198984943,2.029062824869064,Abdullah_Gul
