haralick01,haralick02,haralick03,haralick04,haralick05,haralick06,haralick07,haralick08,haralick09,haralick10,haralick11,haralick12,haralick13,area,perimetro,'desvio padrao',mediana,curtose,variância,lacunaridade,'dimensao fractal','sucolaridade de cima para baixo','sucolaridade da direita para a esquerda','sucolaridade de baixo para cima','sucolaridade da esquerda para a direita','desvio padrão histograma','mediana histograma','curtose histograma','variancia histograma',classe
0.012792,0.239533,0.784651,0.276916,0.168243,0.372047,0.271866,0.793898,0.884063,0.099686,0.620631,0.46318,0.93035,1,0.833261,0.45901,0.344633,0.062373,0.454474,0.126209,0.853103,0.21798,0.184366,0.000146,0.009367,0.267769,0.4,0.165447,0.267769,Abdullah_Gul
0.018463,0.297501,0.64596,0.216375,0.107907,0.566959,0.209335,0.708378,0.852152,0.071959,0.679485,0.60504,0.863112,1,0.833261,0.386232,0.545198,0.096568,0.265009,0.08768,0.880185,0.684874,0.623629,0.620048,0.000279,0.250029,0.6,0.219215,0.250029,Abdullah_Gul
0.058024,0.127961,0.725912,0.123089,0.333995,0.359496,0.120335,0.560168,0.647998,0.21133,0.444232,0.598063,0.817198,1,0.833261,0.265433,0.361582,0.137366,0.275823,0.208685,0.868679,0.116207,0,0.000976,0.000243,0.154673,0.4,0.062326,0.154673,Abdullah_Gul
0.003194,0.699721,0.770112,0.737255,0.17962,0.509853,0.721747,1,0.974569,0.043336,0.833189,0.183136,0.99648,1,0.833261,0.834426,0.519774,0.026931,0.659649,0.259235,0.856689,0.419287,0.001093,0.556023,0.331898,0.279899,0.4,0.116503,0.279899,Abdullah_Gul
0.020126,0.291938,0.747504,0.291066,0.260311,0.594378,0.284608,0.786355,0.845597,0.097459,0.63652,0.416021,0.942231,1,0.833261,0.475736,0.548023,0.083523,0.319658,0.189167,0.899661,0.633058,0.605543,0.702527,0,0.199231,0.4,0.069808,0.199231,Abdullah_Gul
0.02353,0.175141,0.814385,0.235223,0.249974,0.535374,0.231766,0.748952,0.82142,0.115015,0.543709,0.468416,0.920158,1,0.833261,0.413243,0.485876,0.05756,0.30176,0.159504,0.880117,0.514181,0,0.561878,0.436144,0.457592,0.4,0.399925,0.457592,Abdullah_Gul
0.015818,0.365541,0.686718,0.297813,0.156811,0.528168,0.289303,0.779446,0.874072,0.080232,0.707157,0.48864,0.920783,1,0.833261,0.479535,0.531073,0.069725,0.360142,0.205849,0.890718,0.632074,0.614471,0.578393,0.590124,0.12436,0.6,0.04548,0.12436,Abdullah_Gul
0.021126,0.209839,0.782837,0.24248,0.215725,0.51058,0.238078,0.737323,0.824052,0.089923,0.572914,0.495381,0.909005,1,0.833261,0.419353,0.446328,0.101811,0.318491,0.1635,0.888005,0.479039,0.543538,0.469653,0.400049,0.214776,0.4,0.109089,0.214776,Abdullah_Gul
0.057609,0.165171,0.657197,0.125144,0.302295,0.590078,0.121344,0.546326,0.660086,0.15177,0.506339,0.649792,0.782512,1,0.833261,0.269857,0.559322,0.174714,0.16658,0.236213,0.849306,0.78426,0.769698,0.718091,0.74124,0.203475,0.6,0.16637,0.203475,Abdullah_Gul
0.090428,0.101725,0.705329,0.091869,0.421868,0.46342,0.089683,0.454754,0.527539,0.268871,0.382753,0.634012,0.754381,1,0.833261,0.210124,0.446328,0.172912,0.168091,0.356651,0.903821,0.415484,0.315665,0.020968,0.000012,0.138704,0.5,0.035566,0.138704,Abdullah_Gul
0.030156,0.260094,0.820847,0.349077,0.314082,0.548632,0.343853,0.805242,0.806494,0.121731,0.578763,0.314396,0.964988,1,0.833261,0.532542,0.457627,0.043061,0.391199,0.27018,0.847655,0.391084,0,0.455333,0,0.4048,0.4,0.187404,0.4048,Adrien_Brody
0.05424,0.150165,0.76946,0.169353,0.322437,0.470243,0.16623,0.601286,0.658343,0.140554,0.467247,0.517285,0.870531,1,0.833261,0.340482,0.457627,0.211646,0.279901,0.24963,0.90705,0.014138,0.284777,0.294289,0.002912,0.29871,0.4,0.075699,0.29871,Adrien_Brody
0.067358,0.140781,0.889068,0.29041,0.431567,0.545083,0.288243,0.675519,0.651712,0.201424,0.444276,0.335349,0.94505,1,0.833261,0.475117,0.576271,0.126288,0.347821,0.305261,0.824304,0.708339,0,0.688085,0.545244,0.268441,0.4,0.285656,0.268441,Adrien_Brody
0.002991,0.504896,0.717075,0.449367,0.092029,0.565495,0.437758,0.910063,0.969977,0.029352,0.82024,0.353056,0.970658,1,0.833261,0.627536,0.564972,0.084236,0.452501,0.125496,0.872054,0.712867,0.575591,0.549046,0.685671,0.181903,0.4,0.034822,0.181903,Adrien_Brody
0.109052,0.098133,0.876756,0.198922,0.551568,0.464804,0.197446,0.53186,0.507517,0.225846,0.32672,0.404877,0.899784,1,0.833261,0.374688,0.435028,0.213559,0.311033,0.370523,0.893591,0.38375,0,0.364864,0.018054,0.167673,0.4,0.044365,0.167673,Adrien_Brody
0.098024,0.14301,0.659823,0.109849,0.46079,0.429716,0.106592,0.492075,0.545471,0.188809,0.398689,0.554254,0.825293,1,0.833261,0.250876,0.39548,0.237175,0.220335,0.385918,0.879841,0.162301,0.000704,0.014491,0.002766,0.11523,0.6,0.086896,0.11523,Adrien_Brody
0.079233,0.121328,0.8491,0.202168,0.413366,0.527125,0.200052,0.57836,0.591366,0.219698,0.427634,0.459785,0.887951,1,0.833261,0.377895,0.542373,0.171498,0.280307,0.170746,0.838076,0.729799,0,0.650529,0.586969,0.324033,0.4,0.10397,0.324033,Adrien_Brody
0.027775,0.260625,0.717287,0.235626,0.215816,0.513289,0.229742,0.722035,0.803179,0.094384,0.614563,0.488202,0.909849,1,0.833261,0.417047,0.508475,0.112798,0.319137,0.17794,0.882324,0.647836,0.002903,0.523334,0.546481,0.195959,0.4,0.111097,0.195959,Adrien_Brody
0.050296,0.168993,0.747273,0.173332,0.269977,0.605143,0.169698,0.609431,0.693387,0.148959,0.512723,0.554885,0.856834,1,0.833261,0.344249,0.59322,0.177165,0.217634,0.199568,0.84587,0.800908,0.000024,0.73507,0.733402,0.348307,0.4,0.173153,0.348307,Adrien_Brody
0.106801,0.133049,0.799139,0.170982,0.529332,0.68081,0.168355,0.578892,0.54503,0.21643,0.388604,0.372583,0.917643,1,0.833261,0.331597,0.666667,0.151673,0.178094,0.416998,0.779718,0.892296,0.807144,0.771297,0.838753,0.263591,0.4,0.049103,0.263591,Adrien_Brody
0.057877,0.131099,0.653013,0.098703,0.302314,0.472002,0.095721,0.51566,0.642294,0.161531,0.458057,0.678043,0.748957,1,0.833261,0.230898,0.423729,0.16272,0.183478,0.187628,0.919339,0.326151,0,0.000061,0.403652,0.148105,0.6,0.074533,0.148105,Alejandro_Toledo
0.039439,0.28204,0.751006,0.28484,0.282573,0.24925,0.278628,0.728592,0.776688,0.104545,0.599857,0.421601,0.932219,1,0.833261,0.466338,0.175141,0.068251,0.59486,0.366841,0.824062,0.056061,0,0.01121,0.041495,0.141215,0.6,0.094458,0.141215,Alejandro_Toledo
0.071687,0.12066,0.493524,0.057606,0.319002,0.359322,0.054687,0.398015,0.566603,0.219701,0.42706,0.848147,0.489465,1,0.833261,0.151205,0.344633,0.111306,0.161835,0.190201,0.861684,0.009598,0.000073,0.000232,0,0.12226,0.8,0.153885,0.12226,Alejandro_Toledo
0.024869,0.314945,0.646971,0.230004,0.209984,0.501664,0.222545,0.730264,0.831802,0.081688,0.664019,0.505831,0.907187,1,0.833261,0.405996,0.440678,0.105022,0.316709,0.354,0.875347,0.357,0.487228,0,0.000024,0.121973,0.6,0.068272,0.121973,Alejandro_Toledo
0.04019,0.300621,0.476638,0.147495,0.166,0.643035,0.139974,0.574487,0.750651,0.07807,0.659343,0.720854,0.742657,1,0.833261,0.301144,0.621469,0.166902,0.169827,0.156521,0.871833,0.785281,0.00187,0.734485,0.629944,0.134941,0.8,0.179245,0.134941,Alejandro_Toledo
0.017595,0.228354,0.800204,0.282329,0.182663,0.49816,0.277628,0.784156,0.858308,0.079384,0.603482,0.449162,0.930977,1,0.833261,0.463548,0.418079,0.098369,0.365918,0.196219,0.89408,0.300016,0.355723,0.00405,0.478731,0.427979,0.4,0.212809,0.427979,Alejandro_Toledo
0.098625,0.145364,0.421132,0.059697,0.363065,0.783213,0.056088,0.337737,0.49914,0.174985,0.440987,0.869155,0.412032,1,0.833261,0.15786,0.723164,0.265024,0.036877,0.296559,0.713265,0.977864,0.97374,0.97308,0.96314,0.153759,0.6,0.138566,0.153759,Alejandro_Toledo
0.028762,0.310111,0.81654,0.403554,0.327661,0.310925,0.397219,0.82101,0.83342,0.113559,0.625877,0.325366,0.965958,1,0.833261,0.577708,0.293785,0.028184,0.643674,0.377645,0.842121,0.305787,0.000182,0.000464,0.196409,0.115518,0.6,0.088634,0.115518,Alejandro_Toledo
0.185728,0.041013,0.48867,0.01529,0.586472,0.243593,0.014394,0.158985,0.250652,0.373728,0.180894,0.874016,0.222235,1,0.833261,0.052091,0.242938,0.192162,0.109884,0.301677,0.157884,0,0,0,0.000097,0.038744,0.6,0.056849,0.038744,Alejandro_Toledo
0.006946,0.491805,0.730104,0.455219,0.138929,0.702757,0.444016,0.89143,0.941448,0.048999,0.765572,0.350833,0.968896,1,0.833261,0.62095,0.661017,0.055721,0.363943,0.313153,0.851228,0.686326,0.806853,0.774578,0.638559,0.328745,0.4,0.359216,0.328745,Alejandro_Toledo
0.053709,0.143782,0.617583,0.097192,0.257645,0.611742,0.093841,0.503919,0.654111,0.137784,0.486112,0.73731,0.691166,1,0.833261,0.227517,0.570621,0.167044,0.126931,0.20638,0.880006,0.811675,0.821331,0.750232,0.734725,0.10289,0.6,0.062758,0.10289,Alvaro_Uribe
0.036919,0.246388,0.690365,0.204935,0.257236,0.550183,0.199281,0.666763,0.741566,0.104153,0.568511,0.500986,0.896039,1,0.833261,0.380073,0.525424,0.206427,0.267965,0.288192,0.912296,0.615351,0.589584,0.643065,0.000315,0.261614,0.6,0.190794,0.261614,Alvaro_Uribe
0.026455,0.251108,0.816262,0.331248,0.333664,0.497289,0.326178,0.791041,0.801324,0.15618,0.543453,0.338896,0.959104,1,0.833261,0.517782,0.474576,0.121057,0.413524,0.446744,0.873578,0.387688,0.059297,0.552108,0.283657,0.257002,0.4,0.083366,0.257002,Alvaro_Uribe
0.008875,0.367788,0.729398,0.341864,0.17915,0.557416,0.333539,0.843814,0.91725,0.07489,0.691565,0.414685,0.950411,1,0.833261,0.519968,0.514124,0.057809,0.373249,0.228601,0.894028,0.584134,0.509881,0.591286,0.659719,0.306147,0.4,0.12687,0.306147,Alvaro_Uribe
0.032551,0.197996,0.674394,0.157329,0.233957,0.485311,0.152779,0.628802,0.756451,0.127008,0.560026,0.621671,0.830535,1,0.833261,0.313143,0.457627,0.102304,0.246336,0.167607,0.920639,0.426596,0.422757,0.525615,0,0.185188,0.7,0.187202,0.185188,Alvaro_Uribe
0.043254,0.313794,0.503466,0.163173,0.224715,0.493433,0.155367,0.575216,0.725487,0.111082,0.647757,0.685446,0.771429,1,0.833261,0.323071,0.485876,0.225377,0.250686,0.25736,0.960485,0.512852,0.563967,0.538861,0.488158,0.101917,0.8,0.164978,0.101917,Alvaro_Uribe
0.069992,0.141175,0.87176,0.261456,0.464451,0.554426,0.259113,0.72807,0.662185,0.163116,0.425032,0.228625,0.97035,1,0.833261,0.444108,0.542373,0.17852,0.314326,0.45031,0.851327,0.708917,0.526448,0.420899,0.65364,0.304877,0.2,0.096025,0.304877,Alvaro_Uribe
