haralick01,haralick02,haralick03,haralick04,haralick05,haralick06,haralick07,haralick08,haralick09,haralick10,haralick11,haralick12,haralick13,area,perimetro,'desvio padrao',mediana,curtose,variância,lacunaridade,'dimensao fractal','sucolaridade de cima para baixo','sucolaridade da direita para a esquerda','sucolaridade de baixo para cima','sucolaridade da esquerda para a direita',lbp1,lbp2,lbp3,lbp4,lbp5,lbp6,lbp7,lbp8,lbp9,lbp10,lbp11,lbp12,lbp13,lbp14,lbp15,lbp16,lbp17,lbp18,lbp19,lbp20,lbp21,lbp22,lbp23,lbp24,lbp25,lbp26,lbp27,lbp28,lbp29,lbp30,lbp31,lbp32,lbp33,lbp34,lbp35,lbp36,lbp37,lbp38,lbp39,lbp40,lbp41,lbp42,lbp43,lbp44,lbp45,lbp46,lbp47,lbp48,lbp49,lbp50,lbp51,lbp52,lbp53,lbp54,lbp55,lbp56,lbp57,lbp58,lbp59,classe
0.000432,172.927257,0.932451,1281.719813,0.151377,236.782222,4953.951997,7.995347,11.60653,0.000256,4.617074,-0.355622,0.99654,3969,252,36.033092,121,0.103089,0.304699,0.100382,1.745764,0.005469,0.00569,0,0.000004,0.094701,0.052424,0.009019,0.020293,0.037204,0.003382,0.042841,0.082864,0.01522,0.002255,0,0.000564,0.037204,0.003382,0.069335,0.127396,0.040586,0.019166,0.002255,0.001691,0.003382,0,0.001691,0.002818,0.024803,0.000564,0.001127,0.001691,0.067644,0.001691,0.086809,0.076663,0.009019,0.001691,0.000564,0.001127,0.000564,0,0,0.000564,0,0,0,0,0.001691,0.000564,0.001691,0.002818,0.018602,0,0.000564,0,0.002818,0.000564,0.000564,0.000564,0.021984,0.000564,0.002818,Ariel_Sharon
0.000849,65.319345,0.916834,393.100826,0.186027,265.970162,1507.083957,7.247281,10.68949,0.000398,3.988054,-0.303515,0.987952,3969,252,19.924947,134,0.483532,0.15,0.099415,1.719495,0.011113,0.010873,0.011809,0.00001,0.145222,0.043642,0.004515,0.018811,0.07073,0.004515,0.03085,0.066215,0.014296,0.00301,0.000752,0.001505,0.038375,0.002257,0.042889,0.07073,0.044394,0.014296,0.001505,0.00301,0.004515,0,0,0.004515,0.02784,0.00301,0.002257,0.000752,0.053424,0.000752,0.079007,0.072987,0.009782,0.001505,0,0.000752,0.003762,0,0.000752,0,0,0,0,0,0.002257,0,0.001505,0.001505,0.026336,0.003762,0,0.002257,0.00602,0,0,0.000752,0.060948,0.002257,0.005267,Ariel_Sharon
0.000324,245.159269,0.919942,1531.932709,0.118117,248.411627,5882.571566,8.201123,11.901424,0.000185,4.845514,-0.364814,0.997443,3969,252,39.265843,124,-0.177628,0.316334,0.09735,1.730092,0.005091,0.004269,0.008611,0.009948,0.113932,0.050774,0.013003,0.036533,0.052012,0.004334,0.042724,0.09226,0.012384,0.003096,0,0.001238,0.026625,0.001238,0.06192,0.117647,0.030341,0.01548,0.003715,0.006192,0.003096,0.001238,0.003096,0.003715,0.012384,0.001858,0.000619,0.001238,0.050774,0,0.07678,0.087926,0.005573,0.001858,0.001858,0.000619,0,0,0,0.001238,0.001238,0,0,0,0.002477,0,0.000619,0.002477,0.017957,0.000619,0,0.001238,0.001858,0,0.001858,0.003096,0.023529,0.002477,0.001238,Ariel_Sharon
0.000335,275.7367,0.911131,1553.248213,0.10823,242.303032,5937.256151,8.155987,11.904742,0.000179,4.96644,-0.354326,0.996892,3969,252,39.667702,127,0.149364,0.328444,0.09844,1.788044,0.008385,0.000057,0.008944,0.006437,0.157613,0.0329,0.016067,0.024484,0.055853,0.00153,0.033665,0.081867,0.012242,0,0.00153,0.002295,0.039786,0,0.03137,0.07039,0.035195,0.003826,0.00153,0.00153,0.00306,0,0.00306,0.003826,0.042081,0.00306,0.002295,0.003826,0.06733,0.00153,0.074981,0.03749,0.020658,0,0,0.000765,0.004591,0,0.002295,0.006121,0.000765,0,0,0,0.00306,0,0.000765,0.003826,0.042081,0.002295,0.003826,0.000765,0.00306,0.000765,0.00153,0.000765,0.049732,0.004591,0.00153,Ariel_Sharon
0.000411,205.355183,0.910989,1157.988793,0.130622,240.791278,4426.59999,7.944868,11.634114,0.00022,4.700497,-0.340433,0.995579,3969,252,34.610209,123,1.075276,0.288477,0.098314,1.786545,0.006341,0.000001,0.000024,0.008198,0.116979,0.052139,0.009358,0.03008,0.03877,0.003342,0.049465,0.079545,0.009358,0.002005,0.000668,0.002674,0.040107,0.002674,0.050802,0.101604,0.032754,0.009358,0.004679,0,0.005348,0,0.002005,0.002674,0.023396,0.001337,0.001337,0.003342,0.084225,0.002005,0.078877,0.050134,0.015374,0.001337,0.000668,0.000668,0.000668,0,0.000668,0.002005,0,0,0,0,0,0,0.001337,0.000668,0.02607,0.003342,0,0,0.001337,0,0.000668,0.002005,0.044118,0.004011,0.004011,Ariel_Sharon
0.000549,104.795845,0.940267,879.536886,0.155489,195.440788,3413.351701,7.745321,11.313637,0.000349,4.341874,-0.336344,0.994533,3962,254.485281,29.984993,100,0.861008,0.307172,0.096248,1.513218,0.000758,0,0,0,0.105164,0.058564,0.012594,0.02204,0.039043,0.004408,0.036524,0.064861,0.006927,0.001259,0,0.003149,0.030227,0.003778,0.054156,0.119647,0.049748,0.010705,0.001889,0.002519,0.00063,0.001889,0.001259,0.001889,0.028338,0.00063,0.00063,0.001889,0.076826,0.00063,0.11272,0.059824,0.008186,0.001259,0,0.001259,0.00063,0,0.001259,0.001259,0,0.00063,0,0,0.00063,0,0.00063,0.003149,0.025189,0.003778,0.001259,0.001889,0.00063,0,0,0.00063,0.029597,0.001259,0.002519,Ariel_Sharon
0.000389,160.998629,0.968085,2525.901182,0.149247,246.445363,9942.6061,8.268455,11.721257,0.000212,4.589718,-0.39899,0.998491,3969,252,50.567733,126,-1.125497,0.40989,0.101918,1.481567,0.009602,0.005661,0.010015,0,0.119858,0.058865,0.00922,0.040426,0.043262,0.003546,0.030496,0.109929,0.014184,0.001418,0,0.001418,0.021986,0.004255,0.046099,0.141844,0.03617,0.006383,0.002837,0.002128,0.001418,0.001418,0.003546,0.006383,0.024823,0.000709,0.001418,0.002128,0.065957,0.001418,0.048936,0.050355,0.012766,0.000709,0.000709,0.001418,0.000709,0,0,0.000709,0.001418,0,0,0,0.002128,0,0.001418,0.003546,0.021986,0.004255,0.000709,0.000709,0.002837,0,0.002837,0.000709,0.032624,0.000709,0.004255,Ariel_Sharon
0.000406,200.942082,0.942888,1760.832591,0.140266,164.036082,6842.388282,8.13446,11.703295,0.000234,4.692789,-0.376487,0.997693,3969,252,42.035277,72,0.093949,0.509292,0.108321,1.457267,0.001917,0,0.000009,0.001463,0.098751,0.034503,0.007139,0.033314,0.026175,0.00238,0.02439,0.060083,0.013682,0.00119,0.000595,0.00119,0.02677,0.000595,0.052945,0.142177,0.063058,0.020821,0.00119,0.000595,0.00238,0,0.001785,0.004164,0.028554,0.003569,0.002974,0.001785,0.048186,0.00119,0.151695,0.057109,0.009518,0.00119,0.000595,0.00119,0.001785,0,0,0.000595,0,0,0.000595,0,0.000595,0,0,0.004164,0.02439,0.005354,0.000595,0.000595,0.001785,0,0.00119,0.000595,0.02796,0.000595,0.001785,Ariel_Sharon
0.000837,201.090523,0.897679,982.504113,0.18983,305.238531,3728.925929,7.803677,11.307197,0.000261,4.60986,-0.35244,0.995803,3969,252,31.239803,158,0.543775,0.204184,0.113655,1.616679,0.014282,0.015458,0.016299,0.014921,0.101983,0.048159,0.015581,0.032578,0.064448,0.004958,0.025496,0.070822,0.015581,0.005666,0.000708,0.001416,0.030453,0.004249,0.036827,0.121813,0.058074,0.006374,0,0.003541,0.000708,0,0.000708,0.005666,0.03187,0.005666,0.000708,0.003541,0.060198,0.001416,0.088527,0.041076,0.009915,0,0,0,0.002833,0,0,0.000708,0,0,0,0,0.001416,0,0,0.004958,0.03966,0.003541,0,0.000708,0.004249,0,0.002125,0.002833,0.034703,0.002833,0.000708,Ariel_Sharon
0.000612,145.537522,0.890831,667.918497,0.164155,301.171252,2526.136466,7.490973,11.116344,0.000294,4.43879,-0.304972,0.990413,3969,252,26.085388,154,3.10261,0.173357,0.102737,1.57151,0.015272,0.017802,0.018009,0.01545,0.160554,0.033218,0.014533,0.029758,0.047751,0.00692,0.034602,0.06436,0.025606,0.00346,0.002076,0.002768,0.031142,0.004152,0.03737,0.07474,0.03391,0.004844,0.002076,0.002076,0.002768,0,0.000692,0.000692,0.039446,0.002076,0.002768,0.00346,0.078201,0.004844,0.056055,0.049827,0.013149,0,0.000692,0,0.004844,0,0.000692,0.002768,0.000692,0,0,0,0.005536,0,0.002076,0.00692,0.042215,0.006228,0,0.002768,0.004152,0.000692,0.002076,0.00346,0.039446,0.001384,0.00346,Ariel_Sharon
