haralick01,haralick02,haralick03,haralick04,haralick05,haralick06,haralick07,haralick08,haralick09,haralick10,haralick11,haralick12,haralick13,area,perimetro,'desvio padrao',mediana,curtose,variância,lacunaridade,'dimensao fractal','sucolaridade de cima para baixo','sucolaridade da direita para a esquerda','sucolaridade de baixo para cima','sucolaridade da esquerda para a direita','desvio padrão histograma','mediana histograma','curtose histograma','variancia histograma',classe
0.062263,0.25237,0.788946,0.295749,0.328903,0.628108,0.290442,0.753205,0.780127,0.093762,0.597273,0.374307,0.947692,1,0.833261,0.479093,0.570621,0.099612,0.30156,0.302764,0.868706,0.698963,0.692254,0.629464,0.616404,0.17925,0.4,0.049078,0.17925,Abdullah_Gul
0.047395,0.205639,0.656123,0.154616,0.243093,0.487088,0.149834,0.592225,0.705523,0.1418,0.549276,0.614783,0.823019,1,0.833261,0.311464,0.485876,0.134904,0.245446,0.223182,0.898388,0.476578,0,0.421912,0.304768,0.147099,0.6,0.051688,0.147099,Abdullah_Gul
0.022644,0.241726,0.74301,0.238635,0.189931,0.393866,0.233305,0.755478,0.829582,0.105221,0.60872,0.454572,0.9282,1,0.833261,0.414136,0.39548,0.101751,0.394908,0.20318,0.876742,0.008416,0.023648,0.071209,0.140366,0.221107,0.4,0.103826,0.221107,Abdullah_Gul
0.018463,0.297501,0.64596,0.216375,0.107907,0.566959,0.209335,0.708378,0.852152,0.071959,0.679485,0.60504,0.863112,1,0.833261,0.386232,0.545198,0.096568,0.265009,0.08768,0.880185,0.684874,0.623629,0.620048,0.000279,0.250029,0.6,0.219215,0.250029,Abdullah_Gul
0.021126,0.209839,0.782837,0.24248,0.215725,0.51058,0.238078,0.737323,0.824052,0.089923,0.572914,0.495381,0.909005,1,0.833261,0.419353,0.446328,0.101811,0.318491,0.1635,0.888005,0.479039,0.543538,0.469653,0.400049,0.214776,0.4,0.109089,0.214776,Abdullah_Gul
0.02353,0.175141,0.814385,0.235223,0.249974,0.535374,0.231766,0.748952,0.82142,0.115015,0.543709,0.468416,0.920158,1,0.833261,0.413243,0.485876,0.05756,0.30176,0.159504,0.880117,0.514181,0,0.561878,0.436144,0.457592,0.4,0.399925,0.457592,Abdullah_Gul
0.020126,0.291938,0.747504,0.291066,0.260311,0.594378,0.284608,0.786355,0.845597,0.097459,0.63652,0.416021,0.942231,1,0.833261,0.475736,0.548023,0.083523,0.319658,0.189167,0.899661,0.633058,0.605543,0.702527,0,0.199231,0.4,0.069808,0.199231,Abdullah_Gul
0.057609,0.165171,0.657197,0.125144,0.302295,0.590078,0.121344,0.546326,0.660086,0.15177,0.506339,0.649792,0.782512,1,0.833261,0.269857,0.559322,0.174714,0.16658,0.236213,0.849306,0.78426,0.769698,0.718091,0.74124,0.203475,0.6,0.16637,0.203475,Abdullah_Gul
0.040652,0.226368,0.618503,0.153173,0.237195,0.5139,0.147794,0.615726,0.738704,0.113241,0.588593,0.621979,0.826974,1,0.833261,0.307962,0.491525,0.131244,0.228617,0.286037,0.907871,0.564631,0.512504,0.561683,0,0.128636,0.6,0.088474,0.128636,Abdullah_Gul
0.041906,0.287474,0.449955,0.133295,0.17415,0.501472,0.126067,0.55936,0.73024,0.092364,0.646453,0.727142,0.73513,1,0.833261,0.280031,0.485876,0.132534,0.211382,0.173732,0.931793,0.642754,0,0.515186,0.535768,0.113587,0.6,0.141608,0.113587,Abdullah_Gul
