haralick01,haralick02,haralick03,haralick04,haralick05,haralick06,haralick07,haralick08,haralick09,haralick10,haralick11,haralick12,haralick13,area,perimetro,desvio padrao,mediana,curtose,variância,lacunaridade,dimensao fractal,sucolaridade de cima para baixo,sucolaridade da direita para a esquerda,sucolaridade de baixo para cima,sucolaridade da esquerda para a direita,lbp1,lbp2,lbp3,lbp4,lbp5,lbp6,lbp7,lbp8,lbp9,lbp10,lbp11,lbp12,lbp13,lbp14,lbp15,lbp16,lbp17,lbp18,lbp19,lbp20,lbp21,lbp22,lbp23,lbp24,lbp25,lbp26,lbp27,lbp28,lbp29,lbp30,lbp31,lbp32,lbp33,lbp34,lbp35,lbp36,lbp37,lbp38,lbp39,lbp40,lbp41,lbp42,lbp43,lbp44,lbp45,lbp46,lbp47,lbp48,lbp49,lbp50,lbp51,lbp52,lbp53,lbp54,lbp55,lbp56,lbp57,lbp58,lbp59,classe
0.0007775431974989098,125.63979631204332,0.9372413842984643,1006.5391816004749,0.18503509491252312,321.21181342907533,3900.5169300898233,7.329500383598317,10.811635628450993,0.00032776300858446263,4.275473943279394,-0.30792364743755657,0.9894622357073629,3969.0,252.0,32.57502853717271,165.0,10.733102877205706,0.20324596392324457,0.11168341564818994,1.2813781191217044,0.018644739686898035,0.019433652595760974,0.019236301942581725,0.018421924433308583,0.14885777449160958,0.05158437729907263,0.01252763448691764,0.023581429622433203,0.03610906410935084,0.003684598378505188,0.033161385406546694,0.05674281502897989,0.017686072216824902,0.004421518054206226,0.0014738393514020752,0.002210759027103113,0.033898305082247726,0.002210759027103113,0.03021370670374254,0.08769344140842347,0.05895357405608301,0.011053795135515564,0.0014738393514020752,0.002210759027103113,0.002210759027103113,0.0,0.0014738393514020752,0.0007369196757010376,0.033161385406546694,0.005158437729907263,0.0007369196757010376,0.003684598378505188,0.07442888724580479,0.005158437729907263,0.07000736919159857,0.04347826086636122,0.017686072216824902,0.003684598378505188,0.0007369196757010376,0.0,0.0029476787028041504,0.0007369196757010376,0.0007369196757010376,0.0,0.0007369196757010376,0.0007369196757010376,0.0,0.0,0.002210759027103113,0.0,0.0014738393514020752,0.005158437729907263,0.036845983785051876,0.005895357405608301,0.0014738393514020752,0.0029476787028041504,0.005895357405608301,0.0,0.0007369196757010376,0.002210759027103113,0.04200442151495914,0.002210759027103113,0.0029476787028041504,Ariel_Sharon
0.0004234169273330637,130.0342094592466,0.9479594937382738,1253.8531106129312,0.14304065078919284,255.16736052059716,4885.378232992462,8.047707437161872,11.592281454007145,0.0002543718110110546,4.477020274435452,-0.36840105649605026,0.9971598989147884,3969.0,252.0,35.91429616417675,128.0,0.24762652094471083,0.28140702037782633,0.09944984601536885,1.6987710898481654,0.0058071531531663865,0.009090617494523289,5.99887221202414e-05,0.008405276950790406,0.10130331752954364,0.055687203788170186,0.010663507108373015,0.023696682463051143,0.030805687201966487,0.0011848341231525572,0.027251184832508813,0.07286729857388227,0.009478672985220458,0.0005924170615762786,0.0005924170615762786,0.0017772511847288358,0.031990521325119044,0.0005924170615762786,0.044431279618220895,0.13744075828569663,0.04383886255664461,0.016587677724135802,0.0011848341231525572,0.0023696682463051144,0.0011848341231525572,0.0,0.0023696682463051144,0.0041469194310339505,0.014810426539406965,0.0041469194310339505,0.0,0.002962085307881393,0.06872037914284831,0.002962085307881393,0.1267772511773236,0.06990521326600087,0.01244075829310185,0.0041469194310339505,0.0017772511847288358,0.0023696682463051144,0.0005924170615762786,0.0,0.0005924170615762786,0.0011848341231525572,0.0,0.0,0.0,0.0,0.0,0.0,0.0011848341231525572,0.0023696682463051144,0.022511848339898586,0.0035545023694576717,0.002962085307881393,0.0005924170615762786,0.0005924170615762786,0.0,0.0023696682463051144,0.0005924170615762786,0.024289099524627423,0.0011848341231525572,0.0023696682463051144,Ariel_Sharon
0.0005596053945392499,110.82204762692109,0.9565251730046769,1277.2889753608656,0.18268059477747775,209.40619193279164,4998.33385381653,7.843999519079873,11.275439318611147,0.00035032398664000894,4.313196581985647,-0.3672937084896462,0.9966915346650069,3969.0,252.0,36.118301687149874,107.0,1.1744277588770933,0.3456143396711277,0.0991573865202258,1.562513804383215,0.001245316900830807,0.0024683522763026666,0.0,3.134104665873836e-05,0.08744794764500606,0.03450327185993437,0.01011302795894628,0.028554431884083614,0.03569303985510452,0.002379535990340301,0.042236763828540344,0.07733491968605978,0.017251635929967184,0.0017846519927552258,0.0017846519927552258,0.002379535990340301,0.03926234384061497,0.0035693039855104517,0.05710886376816723,0.1082688875604837,0.044021415821295574,0.007733491968605979,0.0017846519927552258,0.005948839975850753,0.0017846519927552258,0.0,0.002379535990340301,0.004759071980680602,0.029744199879253762,0.0017846519927552258,0.0,0.0017846519927552258,0.08030933967398517,0.005948839975850753,0.10886377155806878,0.08328375966191054,0.006543723973435828,0.0005948839975850752,0.0,0.0005948839975850752,0.0011897679951701505,0.0,0.0,0.002379535990340301,0.0,0.0,0.0,0.0,0.002379535990340301,0.0,0.0005948839975850752,0.002379535990340301,0.019631171920307486,0.002379535990340301,0.0005948839975850752,0.0005948839975850752,0.0,0.0005948839975850752,0.0,0.0011897679951701505,0.02379535990340301,0.0005948839975850752,0.004164187983095527,Ariel_Sharon
0.0004023338722532222,201.06369382243628,0.9603167275394686,2534.5453515637087,0.1299717043558723,201.1303411989796,9937.117712432402,8.313683452762376,11.827012600484256,0.000202661013392401,4.763008610943704,-0.39652703585529303,0.9985027431722524,3969.0,252.0,50.421573502070956,84.0,-0.8036464678343789,0.5001374656475096,0.10323959381638297,1.5426502279185297,0.00020004402437647845,0.004139221826296656,0.0003019024260173781,0.0003337331765301592,0.08656174333616454,0.026634382564973705,0.0024213075059067004,0.023002421306113654,0.01997578692373028,0.0024213075059067004,0.029055690070880404,0.04842615011813401,0.005447941888290076,0.0012106537529533502,0.0,0.0006053268764766751,0.025423728812020353,0.0006053268764766751,0.07142857142424766,0.12590799030714842,0.03995157384746056,0.010290556900103477,0.004237288135336726,0.0012106537529533502,0.0012106537529533502,0.0,0.0012106537529533502,0.0012106537529533502,0.049636803871087355,0.0030266343823833757,0.0012106537529533502,0.0012106537529533502,0.07384987893015436,0.0012106537529533502,0.17917675543709582,0.07869249394196776,0.007263922517720101,0.0036319612588600505,0.0,0.0,0.0006053268764766751,0.0,0.0,0.0006053268764766751,0.0,0.0,0.0,0.0,0.0,0.0,0.0018159806294300253,0.0030266343823833757,0.02602905568849703,0.0006053268764766751,0.0018159806294300253,0.0012106537529533502,0.0012106537529533502,0.0,0.0018159806294300253,0.0012106537529533502,0.030266343823833756,0.0012106537529533502,0.0012106537529533502,Ariel_Sharon
0.00043220007001654957,172.9272565507684,0.9324510165968466,1281.7198133885213,0.15137651945509795,236.7822223796926,4953.951997003323,7.995346818533096,11.606530025235921,0.0002564065441578201,4.617073634842917,-0.3556219764060956,0.996540471722811,3969.0,252.0,36.0330921241481,121.0,0.10308883054894435,0.304699464351652,0.10038204914529984,1.7457637380991775,0.005468767790022827,0.0056898690801231435,0.0,4.4073346863850815e-06,0.0947012401299492,0.052423900786221875,0.009019165726661827,0.020293122884989113,0.03720405862248004,0.0033821871474981856,0.04284103720164368,0.08286358511370555,0.015219842163741835,0.0022547914316654568,0.0,0.0005636978579163642,0.03720405862248004,0.0033821871474981856,0.0693348365237128,0.12739571588909832,0.04058624576997823,0.019165727169156384,0.0022547914316654568,0.0016910935737490928,0.0033821871474981856,0.0,0.0016910935737490928,0.002818489289581821,0.024802705748320025,0.0005636978579163642,0.0011273957158327284,0.0016910935737490928,0.06764374294996371,0.0016910935737490928,0.08680947011912009,0.07666290867662554,0.009019165726661827,0.0016910935737490928,0.0005636978579163642,0.0011273957158327284,0.0005636978579163642,0.0,0.0,0.0005636978579163642,0.0,0.0,0.0,0.0,0.0016910935737490928,0.0005636978579163642,0.0016910935737490928,0.002818489289581821,0.01860202931124002,0.0,0.0005636978579163642,0.0,0.002818489289581821,0.0005636978579163642,0.0005636978579163642,0.0005636978579163642,0.021984216458738205,0.0005636978579163642,0.002818489289581821,Ariel_Sharon
0.0005241227958295631,141.10853745433354,0.9149238917005232,832.3843107658299,0.1446367341396933,252.5287570468002,3188.4287056089797,7.613675438661797,11.313252289597358,0.00026679158635896686,4.491691012068955,-0.3084726391199224,0.9913059809208518,3969.0,252.0,29.36374341492662,129.0,2.9519860834779914,0.2331286983585174,0.10070358921776378,1.7870147952241575,0.001007565679693034,0.007472391108838891,6.513061258769065e-05,0.0068737281472715855,0.16464339907703768,0.039453717751179535,0.012139605461901395,0.02427921092380279,0.05690440060266279,0.0022761760241065115,0.03262518967886,0.06600910469908884,0.01896813353422093,0.0030349013654753488,0.0015174506827376744,0.0022761760241065115,0.0386949924098107,0.0030349013654753488,0.028072837630646975,0.061456752650875815,0.05235204855444976,0.009104704096426046,0.003793626706844186,0.0030349013654753488,0.0030349013654753488,0.0007587253413688372,0.0030349013654753488,0.004552352048213023,0.03793626706844186,0.0030349013654753488,0.0015174506827376744,0.0022761760241065115,0.061456752650875815,0.004552352048213023,0.07132018208867069,0.04931714718897442,0.009863429437794884,0.0030349013654753488,0.0,0.0,0.003793626706844186,0.0007587253413688372,0.003793626706844186,0.0030349013654753488,0.0030349013654753488,0.0,0.0,0.0,0.0015174506827376744,0.0,0.0007587253413688372,0.0022761760241065115,0.027314112289278138,0.0060698027309506975,0.0007587253413688372,0.0030349013654753488,0.003793626706844186,0.0,0.0022761760241065115,0.0,0.05159332321308093,0.0022761760241065115,0.004552352048213023,Ariel_Sharon
0.00048244169803418266,192.34940909234058,0.9489482245363539,1886.5609337528704,0.16234347996487092,282.98869953073824,7353.894325919166,8.004803006295635,11.505124044889238,0.0002432344892931006,4.635175717053736,-0.37292485921818597,0.9973226080607636,3969.0,252.0,43.77629631425302,151.0,1.972887762350676,0.31012383613985994,0.10512330480994926,1.6409279050003212,0.013940154761108981,0.010949533324469705,0.014143626712463754,3.893145639640156e-05,0.1283830673054557,0.038167938928648996,0.006939625259754363,0.021512838305238525,0.0478834142923051,0.0034698126298771813,0.042331714084501613,0.0631505898637647,0.015267175571459598,0.002775850103901745,0.0006939625259754363,0.0013879250519508726,0.03955586398059987,0.0034698126298771813,0.038167938928648996,0.08882720332485584,0.04094378903255074,0.017349063149385908,0.002081887577926309,0.004857737681828054,0.002775850103901745,0.0,0.002775850103901745,0.00555170020780349,0.020124913253287652,0.0006939625259754363,0.0013879250519508726,0.0006939625259754363,0.10340041637034,0.002081887577926309,0.09437890353265933,0.045801526714378794,0.01110340041560698,0.002081887577926309,0.002081887577926309,0.0,0.0013879250519508726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002775850103901745,0.0,0.0006939625259754363,0.004163775155852618,0.030534351142919195,0.002775850103901745,0.0013879250519508726,0.002775850103901745,0.0006939625259754363,0.0,0.0013879250519508726,0.0,0.043719639136452486,0.0013879250519508726,0.004163775155852618,Ariel_Sharon
0.0003922353534105531,207.45616614701427,0.9301686043402959,1488.3266423024634,0.14041474446203048,271.2128527336861,5745.850403062825,8.000551673304358,11.687207283002104,0.00021372960950852743,4.749761882667125,-0.3475721961240136,0.996155201210067,3969.0,252.0,38.9822868690005,140.0,1.2115237026532713,0.2879017226984047,0.09819882736638448,1.7523102464888969,0.009895935482496634,0.009440510898236838,0.00023824092499181583,1.4446263694262215e-05,0.12803676952540796,0.07025607353445462,0.015758371633896363,0.02298095863276553,0.06894287589829659,0.007222586998869167,0.040709126720898936,0.07944845698756084,0.014445173997738333,0.0013131976361580302,0.0013131976361580302,0.0006565988180790151,0.036112934994345834,0.0013131976361580302,0.03939592908474091,0.07025607353445462,0.04793171371976811,0.01904136572429144,0.0032829940903950756,0.0026263952723160604,0.0026263952723160604,0.0,0.0026263952723160604,0.004596191726553106,0.022324359814686515,0.0032829940903950756,0.0019697964542370453,0.003939592908474091,0.06762967826213856,0.0026263952723160604,0.09192383453106212,0.045305318447452045,0.006565988180790151,0.003939592908474091,0.0,0.0,0.0006565988180790151,0.0006565988180790151,0.0,0.0013131976361580302,0.0006565988180790151,0.0,0.0,0.0,0.0006565988180790151,0.0,0.0006565988180790151,0.0026263952723160604,0.01772816808813341,0.003939592908474091,0.0013131976361580302,0.0006565988180790151,0.0006565988180790151,0.0,0.0006565988180790151,0.0006565988180790151,0.030203545631634698,0.0026263952723160604,0.003939592908474091,Ariel_Sharon
0.0003240299937420046,245.1592685106449,0.9199416940476481,1531.9327085643476,0.11811703395957733,248.41162662981856,5882.571565746754,8.201123383437189,11.901423938783676,0.00018487140711716246,4.845513547565076,-0.3648137036824637,0.9974426183854418,3969.0,252.0,39.26584250848702,124.0,-0.17762846136011445,0.3163336616291055,0.09734960924725299,1.7300924490976304,0.005091206118555836,0.004268993347617998,0.008610707717561356,0.009948333794879234,0.11393188853783703,0.05077399380490563,0.013003095974427052,0.036532507737676,0.05201238389770821,0.004334365324809017,0.04272445820168889,0.09226006191379194,0.012383900928025764,0.003095975232006441,0.0,0.0012383900928025764,0.026625386995255393,0.0012383900928025764,0.06191950464012882,0.11764705881624477,0.03034055727366312,0.015479876160032205,0.003715170278407729,0.006191950464012882,0.003095975232006441,0.0012383900928025764,0.003095975232006441,0.003715170278407729,0.012383900928025764,0.0018575851392038645,0.0006191950464012882,0.0012383900928025764,0.05077399380490563,0.0,0.07678018575375974,0.08792569658898293,0.005572755417611594,0.0018575851392038645,0.0018575851392038645,0.0006191950464012882,0.0,0.0,0.0,0.0012383900928025764,0.0012383900928025764,0.0,0.0,0.0,0.002476780185605153,0.0,0.0006191950464012882,0.002476780185605153,0.017956656345637357,0.0006191950464012882,0.0,0.0012383900928025764,0.0018575851392038645,0.0,0.0018575851392038645,0.003095975232006441,0.02352941176324895,0.002476780185605153,0.0012383900928025764,Ariel_Sharon
0.0003969542935687515,202.16933972663134,0.9120969480941115,1151.3309927002633,0.14028369842166724,249.54404840639958,4403.154631074411,7.973929248297121,11.669840107678805,0.00020788813615382908,4.721374829393614,-0.3417769958256233,0.9957251863484151,3969.0,252.0,34.139351967268745,128.0,-0.2930886954112397,0.2733946180425529,0.10075296971496316,1.7510151816520692,0.006564480163443561,0.004184274580868592,0.00890526458576809,0.0,0.12206572769134368,0.07377598926399892,0.011401743795345289,0.024144869213672374,0.03018108651709047,0.002682763245963597,0.02883970489410867,0.07444668007548982,0.009389671360872591,0.0046948356804362955,0.0006706908114908993,0.002012072434472698,0.026156941648145072,0.0006706908114908993,0.04627766599287205,0.14621059690501606,0.03353454057454497,0.009389671360872591,0.002012072434472698,0.002012072434472698,0.004024144868945396,0.0006706908114908993,0.002682763245963597,0.0006706908114908993,0.02816901408261777,0.0033534540574544965,0.002682763245963597,0.0046948356804362955,0.06639839033759903,0.002682763245963597,0.07243460764101713,0.05902079141119914,0.014755197852799785,0.0033534540574544965,0.0,0.0013413816229817985,0.002012072434472698,0.0006706908114908993,0.0,0.002012072434472698,0.0006706908114908993,0.0,0.0,0.0,0.0006706908114908993,0.0,0.002012072434472698,0.005365526491927194,0.023474178402181477,0.002682763245963597,0.0,0.002682763245963597,0.0013413816229817985,0.0,0.002012072434472698,0.0,0.03353454057454497,0.002012072434472698,0.0013413816229817985,Ariel_Sharon
0.0003951166922217087,212.88346501795155,0.9458850797882391,1973.414457538819,0.13588327753934581,281.41428000598387,7680.774365137298,8.056980431443172,11.713503698018979,0.00020275064300596788,4.780101747785,-0.35571976453510834,0.9967070712031451,3969.0,252.0,45.11370409114092,146.0,1.6219058168326708,0.3217778063390825,0.09898896707504704,1.7080684829029895,0.013937706241838765,0.0,0.014069191726649258,0.011885847093399493,0.14448398575484098,0.04626334519243677,0.009252669038487354,0.01779359430478337,0.0448398576480541,0.0035587188609566747,0.0306049822042274,0.07829181494104684,0.01779359430478337,0.00427046263314801,0.002135231316574005,0.0028469750887653395,0.022064056937931384,0.0028469750887653395,0.03985765124271476,0.06975088967475082,0.05480427045873279,0.014234875443826699,0.0007117437721913349,0.0028469750887653395,0.002135231316574005,0.0,0.002135231316574005,0.0028469750887653395,0.03416370106518408,0.0028469750887653395,0.0014234875443826698,0.0028469750887653395,0.06761565835817682,0.004982206405339345,0.09679715301802155,0.03985765124271476,0.01708185053259204,0.002135231316574005,0.0007117437721913349,0.0014234875443826698,0.00427046263314801,0.0,0.0,0.0028469750887653395,0.0007117437721913349,0.0007117437721913349,0.0,0.0,0.004982206405339345,0.0,0.0007117437721913349,0.0,0.041281138787097424,0.0035587188609566747,0.0007117437721913349,0.0007117437721913349,0.00427046263314801,0.0,0.0007117437721913349,0.0028469750887653395,0.03843416369833209,0.0,0.004982206405339345,Ariel_Sharon
0.00034439243854385033,150.86390817901227,0.9588859357266148,1837.9156278239911,0.13970967905320153,203.42177658100277,7200.798603116942,8.239497977037706,11.826068523730116,0.0002611904666081172,4.58284353240429,-0.3788496229701595,0.9979150964039155,3969.0,252.0,43.12847192029232,95.0,-0.9918714816440959,0.4235662176201191,0.09583225320429963,1.5346331930501314,0.0026647235217738246,0.0035525566091533975,0.00012095685194856836,0.0,0.099130434776862,0.05797101448939298,0.008695652173408947,0.03768115941810544,0.0272463768100147,0.0017391304346817895,0.02318840579575719,0.07942028985046838,0.011014492752984667,0.0017391304346817895,0.0011594202897878597,0.0017391304346817895,0.021449275361075403,0.0017391304346817895,0.07420289854642302,0.1669565217294518,0.02898550724469649,0.008695652173408947,0.0017391304346817895,0.005797101448939298,0.003478260869363579,0.0,0.004637681159151439,0.0017391304346817895,0.019710144926393613,0.004057971014257509,0.0011594202897878597,0.005217391304045369,0.049275362315984034,0.0011594202897878597,0.10666666666048309,0.07420289854642302,0.010434782608090738,0.0011594202897878597,0.0,0.0005797101448939299,0.0005797101448939299,0.0,0.0005797101448939299,0.002898550724469649,0.0,0.0,0.0,0.0,0.0005797101448939299,0.0005797101448939299,0.0011594202897878597,0.005217391304045369,0.016231884057030035,0.004057971014257509,0.0011594202897878597,0.0005797101448939299,0.0011594202897878597,0.0,0.0017391304346817895,0.0011594202897878597,0.015072463767242176,0.0005797101448939299,0.002898550724469649,Ariel_Sharon
0.00029589503595075096,276.8848792989417,0.9402195828887141,2320.2063890109685,0.12115803033924294,247.4087459057697,9003.940676744909,8.397553253811639,12.032914554096445,0.0001770049087896787,4.968385139039851,-0.3867636078906281,0.9983958264947554,3969.0,252.0,48.54342687004932,129.0,-0.5750144299103432,0.3936665263456667,0.09988288725993309,1.7189341984386504,0.005635511952324393,0.007949117810749542,0.0,0.009291885778534875,0.10523321956170459,0.033560864616976056,0.019908987484646815,0.03128555176158785,0.04038680318314068,0.003412969283082311,0.04379977246622299,0.045506257107764146,0.010238907849246933,0.0005688282138470519,0.0011376564276941038,0.003412969283082311,0.025597269623117334,0.002844141069235259,0.0460750853216112,0.060864618881634545,0.03469852104467016,0.0022753128553882076,0.00625711035231757,0.0022753128553882076,0.0005688282138470519,0.0,0.0017064846415411556,0.003412969283082311,0.020477815698493867,0.0011376564276941038,0.003981797496929363,0.0022753128553882076,0.0790671217247402,0.004550625710776415,0.21103526733725622,0.0625711035231757,0.010807736063093985,0.005688282138470518,0.0005688282138470519,0.0022753128553882076,0.0,0.0,0.0005688282138470519,0.0011376564276941038,0.0005688282138470519,0.0,0.0,0.0,0.0005688282138470519,0.0,0.0017064846415411556,0.0022753128553882076,0.022753128553882073,0.0005688282138470519,0.0011376564276941038,0.0,0.003412969283082311,0.0,0.0,0.0022753128553882076,0.029579067120046695,0.0011376564276941038,0.002844141069235259,Ariel_Sharon
0.0005494916759561659,104.79584455309896,0.9402670706563518,879.536886304189,0.1554891586571624,195.4407881786974,3413.3517006636484,7.745321470238345,11.313636636070164,0.0003494244667888479,4.341874075542034,-0.3363436300910636,0.9945326136361596,3962.0,254.48528122901917,29.984992517391184,100.0,0.8610076959324662,0.3071722640063283,0.09624760053394887,1.5132178380915549,0.0007575718622041914,0.0,0.0,0.0,0.10516372795307533,0.058564231734347334,0.01259445843749405,0.02204030226561459,0.03904282115623156,0.004408060453122918,0.03652392946873275,0.06486146095309436,0.006926952140621728,0.001259445843749405,0.0,0.0031486146093735127,0.030226700249985722,0.0037783375312482152,0.05415617128122442,0.11964735515619349,0.0497481108281015,0.010705289671869943,0.0018891687656241076,0.00251889168749881,0.0006297229218747025,0.0018891687656241076,0.001259445843749405,0.0018891687656241076,0.028337531484361616,0.0006297229218747025,0.0006297229218747025,0.0018891687656241076,0.0768261964687137,0.0006297229218747025,0.11272040301557176,0.05982367757809674,0.008186397984371133,0.001259445843749405,0.0,0.001259445843749405,0.0006297229218747025,0.0,0.001259445843749405,0.001259445843749405,0.0,0.0006297229218747025,0.0,0.0,0.0006297229218747025,0.0,0.0006297229218747025,0.0031486146093735127,0.0251889168749881,0.0037783375312482152,0.001259445843749405,0.0018891687656241076,0.0006297229218747025,0.0,0.0,0.0006297229218747025,0.02959697732811102,0.001259445843749405,0.00251889168749881,Ariel_Sharon
